time,V1,V2,V3,V4,V5,V6,V7,V8,SOC1,SOC2,SOC3,SOC4,SOC5,SOC6,SOC7,SOC8,I1,I2,I3,I4,I5,I6,I7,I8,T1,T2,T3,T4,T5,T6,T7,T8
10,27.408817091759,27.3147879560034,27.4085985601259,27.3834099481687,27.4085985601259,27.3834099481687,27.494573742322,27.3836255460157,0.650977796193464,0.600977503626651,0.65097750162461,0.700977502103057,0.650977501624609,0.700977502103056,0.750977499711908,0.700977796432707,0.999698503011978,0.999399074664992,0.999397010831671,0.999397564981129,0.999397010831689,0.999397564981144,0.999395119377651,0.999698780119003,27.0195040162772,24.0199272766807,27.0194922673321,25.0186515363251,27.0194922673321,25.018651536325,25.0188685482423,25.0186627700767
11,27.4118091205598,27.3179011688261,27.4115896669458,27.3863808787086,27.4115896669458,27.3863808787086,27.4974597920605,27.3865973936262,0.651075575779413,0.601075253924061,0.651075251720296,0.701075252252959,0.651075251720296,0.701075252252958,0.751075249622702,0.701075576045767,0.999698470099656,0.999399006174322,0.999396945027308,0.999397499620671,0.999396945027325,0.999397499620682,0.999395055884551,0.999698747428683,27.0215346552036,24.0219954734654,27.0215216817507,25.0205766465061,27.0215216817507,25.0205766465061,25.0208242795999,25.0205890409001
12,27.4145927255197,27.3208390764851,27.4143724144002,27.3891844426019,27.4143724144002,27.3891844426019,27.5001617497761,27.3894018229419,0.651173355362252,0.601173004214959,0.651173001809764,0.701173002396646,0.651173001809763,0.701173002396645,0.751172999527478,0.701173355655718,0.999698439479999,0.999398941540357,0.999396883806859,0.999397437942271,0.999396883806875,0.999397437942279,0.999394996441479,0.99969871657996,27.0235713431094,24.024071146189,27.0235571413837,25.0225085988179,27.0235571413837,25.0225085988179,25.0227860449166,25.0225221580997
13,27.4172110725082,27.3236186893277,27.416989955149,27.3918359580023,27.416989955149,27.3918359580023,27.5027134250822,27.3920541568468,0.651271134942181,0.601270754499704,0.651270751893416,0.701270752534463,0.651270751893415,0.701270752534462,0.751270749426598,0.701271135262733,0.999698410678183,0.999398880388874,0.999396826220963,0.999397379608933,0.999396826220978,0.999397379608939,0.999394940304624,0.999698687404286,27.0256138349325,24.0261543228428,27.0255984013252,25.0244474497608,27.0255984013252,25.0244474497608,25.0247537387717,25.0244621782038
14,27.4196940334936,27.3262527003461,27.4194721519452,27.3943468742842,27.4194721519452,27.3943468742841,27.5051379345751,27.3945658482448,0.651368914519365,0.601368504778623,0.651368501971577,0.701368502666724,0.651368501971577,0.701368502666722,0.751368499320362,0.70136891486697,0.999698383365614,0.999398822440627,0.999396771612637,0.999397324368771,0.999396771612652,0.999397324368778,0.999394886965421,0.999698659775679,27.0276619505985,24.028244977615,27.0276452816187,25.0263932077418,27.0276452816187,25.0263932077418,25.0267272973448,25.0264091096188
15,27.4220625982413,27.3287513123761,27.4218399880128,27.3967263599743,27.4218399880129,27.3967263599742,27.507451352585,27.3969460684842,0.651466694093937,0.601466255052018,0.651466252044519,0.701466252793722,0.651466252044518,0.70146625279372,0.751466249209026,0.701466694468573,0.999698357311405,0.999398767471156,0.999396719520249,0.999397272020081,0.999396719520264,0.999397272020088,0.99939483607023,0.999698633593254,27.0297155370134,24.0303430367881,27.0296976292698,25.0283458367226,27.0296976292698,25.0283458367226,25.0287066623089,25.0283629162798
16,27.4243317068676,27.3311231787863,27.4241083987821,27.3989822164144,27.4241083987821,27.3989822164144,27.5096651466362,27.399202621306,0.651564473666014,0.601564005320172,0.65156400211247,0.701564002915731,0.651564002112469,0.701564002915729,0.751563999092817,0.701564474067683,0.999698332351214,0.999398715290088,0.999396669615219,0.999397222391232,0.999396669615233,0.999397222391239,0.999394787366767,0.999698608771169,27.0317744817601,24.0324483963857,27.0317553319359,25.0303052663046,27.0317553319359,25.0303052663045,25.0306917918122,25.0303235277408
17,27.426512184333,27.3333759393176,27.4262882058076,27.4011213760847,27.4262882058076,27.4011213760847,27.5117877603056,27.4013424413221,0.651662253235697,0.601661755583348,0.651661752175633,0.701661753033011,0.651661752175633,0.701661753033009,0.751661748971943,0.701662253664426,0.999698308365965,0.999398665729349,0.999396621659472,0.999397175329713,0.999396621659486,0.99939717532972,0.999394740669272,0.999698585233146,27.0338387091135,24.0345609300905,27.0338183139427,25.032271399019,27.0338183139427,25.0322713990188,25.0326826598274,25.0322908464699
18,27.4286120661349,27.3355165277918,27.4283874420554,27.4031501687932,27.4283874420554,27.4031501687932,27.5138256367581,27.4033718602874,0.651760032803076,0.601759505841797,0.651759502234192,0.701759503145805,0.651759502234192,0.701759503145803,0.751759498846591,0.701760033258926,0.999698285267269,0.999398618636395,0.999396575476282,0.999397130696266,0.999396575476295,0.999397130696273,0.999394695835996,0.999698562909534,27.0359081676763,24.0366804926778,27.0358865239288,25.0342441152623,27.0358865239288,25.034244115262,25.0346792485463,25.0342647527872
19,27.4306374961376,27.3375513463443,27.4304122494537,27.4050744666413,27.4304122494537,27.4050744666412,27.5157838829619,27.4052967521098,0.651857812368236,0.601857256095753,0.651857252288313,0.701857253254345,0.651857252288313,0.701857253254344,0.751857248716938,0.701857812851299,0.999698262987543,0.999398573870379,0.999396530930527,0.999397088361706,0.99939653093054,0.999397088361714,0.999394652754586,0.999698541735721,27.0379828188904,24.0388069226006,27.0379599233632,25.0362232771391,27.0379599233632,25.0362232771388,25.0366815409279,25.0362451087101
20,27.4325933289032,27.3394863648282,27.4323674810353,27.4068997672369,27.4323674810353,27.4068997672368,27.5176667028454,27.4071226160887,0.651955591931253,0.601955006345436,0.651955002338151,0.70195500335885,0.651955002338151,0.701955003358849,0.751954998583153,0.701955592441653,0.999698241473386,0.999398531299965,0.999396487915439,0.999397048205086,0.999396487915453,0.999397048205095,0.999394611332555,0.999698521651215,27.0400626289422,24.0409400446549,27.0400384784568,25.0382087318154,27.0400384784568,25.038208731815,25.038689515639,25.0382317613087
21,27.4344835321449,27.3413271802374,27.434257103265,27.4086312449714,27.434257103265,27.4086312449714,27.51947768081,27.4088546282081,0.652053371492201,0.602052756591056,0.652052752383852,0.702052753459527,0.652052752383852,0.702052753459526,0.752052748445393,0.702053372030093,0.999698220681154,0.999398490802019,0.999396446343756,0.999397010112569,0.99939644634377,0.999397010112579,0.999394571491044,0.999698502599079,27.0421475636912,24.0430796726882,27.0421221550929,25.0402003145374,27.0421221550929,25.0402003145371,25.0407031442103,25.0402245457262
